of_id,article_ref,article_family,diameter_mm,material,color,quantity,machine_id,machine_type,actual_start_ts,actual_end_ts,downtime_min,status,record_created_ts
OF-2024-03398,ART-A06,Assemblage,21.3,Acier,Noir,389,MCH-09,ROBOT_CELL,2024-04-05 20:21:09,2024-04-05 22:28:24,0.0,done,2024-04-05 22:30:59
OF-2024-03399,ART-S29,Soudure,90.9,Aluminium,Vert,76,MCH-08,MANUAL,2024-08-22 06:52:04,2024-08-22 12:49:58,45.6,done,2024-08-22 12:52:17
OF-2024-03400,  ART-U32 ,Usinage,131.7,Aluminium,Gris,13,MCH-05,CNC_STD,2024-05-07 20:53:31,2024-05-07 21:39:31,0.0,done,2024-05-07 21:42:06
OF-2024-03401,ART-A18,Assemblage,15.6,Inox,Rouge,53,MCH-07,MANUAL,30/06/2024 19:26,30/06/2024 20:13,16.1,done,30/06/2024 20:17
OF-2024-03402,ART-S01,Soudure,191.3,Titane,Bleu,58,MCH-10,ROBOT_CELL,2024-03-24 07:17:29,2024-03-24 12:42:12,78.3,done,2024-03-24 12:44:17
OF-2024-03403,ART-U16,Usinage,144.1,Aluminium,Noir,11,MCH-01,CNC_FAST,2024-05-08 08:07:34,2024-05-08 08:35:37,0.0,done,2024-05-08 08:36:30
OF-2024-03404,ART-A26,Assemblage,183.1,Inox,Rouge,66,MCH-06,MANUAL,2024-03-09 11:20:02,2024-03-09 15:00:25,0.0,done,2024-03-09 15:04:54
OF-2024-03405,ART-U08,Usinage,22.6,Inox,Noir,30,MCH-03,CNC_STD,2024-07-02 08:52:22,2024-07-02 09:41:09,0.0,done,2024-07-02 09:45:49
OF-2024-03406,ART-A10,Assemblage,48.9,Aluminium,Jaune,35,MCH-04,CNC_STD,2024-03-19 13:40:35,2024-03-19 14:17:48,6.1,done,2024-03-19 14:20:26
OF-2024-03407,ART-S37,Soudure,181.1,Acier,Gris,278,MCH-08,MANUAL,2024-03-03 21:24:41,2024-03-05 17:01:55,175.2,done,2024-03-05 17:05:52
OF-2024-03408,ART-U28,Usinage,115.2,Aluminium,Bleu,73,MCH-01,CNC_FAST,2024-03-25 19:42:43,2024-03-25 21:01:18,0.0,done,2024-03-25 21:03:40
OF-2024-03409,ART-S13,Soudure,74.7,Acier,Jaune,53,MCH-12,ROBOT_CELL,2024-08-31 18:57:38,2024-08-31 21:52:21,45.6,done,2024-08-31 21:53:44
OF-2024-03410,ART-U08,Usinage,22.6,Inox,Noir,10,MCH-01,CNC_FAST,2024-07-14 21:20:42,2024-07-14 21:36:18,2.5,done,2024-07-14 21:37:47
OF-2024-03411,ART-U24,Usinage,173.0,Aluminium,Vert,47,MCH-03,CNC_STD,2024-01-28 06:38:02,2024-01-28 08:43:44,32.8,done,2024-01-28 08:47:38
OF-2024-03412,ART-S33,Soudure,195.1,Inox,Gris,251,MCH-06,MANUAL,2024-05-15 07:49:20,2024-05-16 18:07:56,0.0,done,2024-05-16 18:12:31
OF-2024-03413,ART-U32,Usinage,131.7,Aluminium,Gris,220,MCH-01,CNC_FAST,2024-03-23 08:42:04,2024-03-23 13:22:50,0.0,done,2024-03-23 13:25:39
OF-2024-03414,ART-F27,Finition,162.2,Titane,Rouge,61,MCH-01,CNC_FAST,2024-08-28 19:57:07,2024-08-28 21:07:20,24.5,done,2024-08-28 21:09:55
OF-2024-03415,ART-A26,Assemblage,183.1,Inox,Rouge,73,MCH-05,CNC_STD,2024-01-20 12:45:04,2024-01-20 15:35:27,0.0,done,2024-01-20 15:39:41
OF-2024-03416,ART-S25,Soudure,151.9,Acier,Bleu,79,MCH-09,ROBOT_CELL,2024-01-06 16:08:09,2024-01-06 22:51:53,100.5,done,2024-01-06 22:52:35
OF-2024-03417,ART-U28,Usinage,115.2,Aluminium,Bleu,19,MCH-04,CNC_STD,2024-05-14 13:45:42,2024-05-14 14:41:49,0.0,done,2024-05-14 14:42:58
OF-2024-03418,ART-U28,Usinage,115.2,Aluminium,Bleu,11,MCH-02,CNC_FAST,2024-04-24 12:12:05,2024-04-24 12:34:56,0.0,done,2024-04-24 12:38:08
OF-2024-03419,ART-U00,Usinage,184.0,Inox,Jaune,275,MCH-05,CNC_STD,2024-03-25 10:39:13,2024-03-25 23:54:52,0.0,done,2024-03-25 23:58:40
OF-2024-03420,ART-A38,Assemblage,165.3,Titane,Noir,27,MCH-12,ROBOT_CELL,2024-07-19 13:41:11,,4.5,aborted,2024-07-19 14:51:23
OF-2024-03421,ART-S29,Soudure,90.9,Aluminium,Vert,255,MCH-07,MANUAL,22/05/2024 18:23,23/05/2024 09:11,207.9,done,23/05/2024 09:16
OF-2024-03422,ART-U04,Usinage,186.4,Inox,Rouge,54,MCH-01,CNC_FAST,2024-04-02 16:13:18,,0.0,aborted,2024-04-02 19:21:14
OF-2024-03423,ART-U00,Usinage,184.0,Inox,Jaune,80,MCH-05,CNC_STD,2024-02-02 21:12:14,2024-02-03 01:33:44,0.0,done,2024-02-03 01:36:22
OF-2024-03424,ART-F11-MM,Finition,147.9,Acier,Gris,65,MCH-08,MANUAL,2024-08-21 21:53:04,2024-08-21 23:31:24,31.4,done,2024-08-21 23:33:48
OF-2024-03425,ART-A26,Assemblage,183.1,Inox,Rouge,51,MCH-04,CNC_STD,2024-03-17 07:50:45,2024-03-17 09:35:15,0.0,done,2024-03-17 09:37:40
OF-2024-03426,ART-U04,Usinage,186.4,Inox,Rouge,7,MCH-02,CNC_FAST,2024-03-22 10:34:32,2024-03-22 11:14:09,0.0,done,2024-03-22 11:18:47
OF-2024-03427,ART-U04,Usinage,186.4,Inox,Rouge,73,MCH-03,CNC_STD,2024-04-24 12:28:48,2024-04-24 17:15:53,95.5,done,2024-04-24 17:16:24
OF-2024-03428,ART-F19,Finition,100.8,Aluminium,Gris,54,MCH-01,CNC_FAST,2024-05-19 12:59:39,2024-05-19 13:33:57,0.0,done,2024-05-19 13:35:44
OF-2024-03429,ART-S13,Soudure,74.7,Acier,Jaune,123,MCH-08,MANUAL,2024-04-05 07:57:43,2024-04-05 15:58:06,77.7,done,2024-04-05 16:00:12
OF-2024-03430,ART-U28,Usinage,115.2,Aluminium,Bleu,279,MCH-02,CNC_FAST,2024-08-24 21:01:32,2024-08-25 01:34:25,0.0,done,2024-08-25 01:36:51
OF-2024-03431,ART-S05,Soudure,38.9,Acier,Vert,210,MCH-10,ROBOT_CELL,2024-03-04 06:36:16,2024-03-04 10:51:08,0.0,done,2024-03-04 10:54:29
OF-2024-03432,art-u12,Usinage,23.0,Titane,Noir,44,MCH-01,CNC_FAST,2024-06-27 14:13:02,2024-06-27 14:52:17,11.4,done,2024-06-27 14:54:45
OF-2024-03433,ART-U32,Usinage,131.7,Aluminium,Gris,38,MCH-02,CNC_FAST,2024-03-02 15:18:09,2024-03-02 16:21:04,0.0,done,2024-03-02 16:25:16
OF-2024-03434,ART-U16,Usinage,144.1,Aluminium,Noir,221,MCH-04,CNC_STD,2024-02-01 14:06:56,2024-02-01 20:23:13,128.7,done,2024-02-01 20:27:21
OF-2024-03435,ART-F27,Finition,162.2,Titane,Rouge,22,MCH-02,CNC_FAST,2024-06-15 20:34:41,2024-06-15 21:07:16,0.0,done,2024-06-15 21:11:56
OF-2024-03436,ART-F15,Finition,196.8,Titane,Jaune,20,MCH-01,CNC_FAST,2024-01-23 20:21:31,2024-01-23 20:56:15,0.0,done,2024-01-23 21:00:54
OF-2024-03437,ARTF19,Finition,100.8,Aluminium,Gris,22,MCH-07,MANUAL,07/04/2024 11:16,07/04/2024 11:49,0.0,done,07/04/2024 11:49
OF-2024-03438,ART-A26,Assemblage,183.1,Inox,Rouge,147,MCH-07,MANUAL,04/03/2024 07:56,04/03/2024 15:37,155.7,done,04/03/2024 15:39
OF-2024-03439,ART-U24,Usinage,173.0,Aluminium,Vert,110,MCH-03,CNC_STD,2024-07-27 08:38:53,2024-07-27 12:29:11,14.3,done,2024-07-27 12:32:30
OF-2024-03440,ART-F03,Finition,55.9,Titane,Jaune,67,MCH-08,MANUAL,2024-02-02 14:36:19,2024-02-02 16:38:09,6.7,done,2024-02-02 16:41:57
OF-2024-03441,ART-S33,Soudure,195.1,Inox,Gris,29,MCH-10,ROBOT_CELL,2024-03-27 14:15:31,2024-03-27 16:56:06,0.0,done,2024-03-27 16:59:19
OF-2024-03442,ART-A22,Assemblage,105.9,Aluminium,Noir,38,MCH-11,ROBOT_CELL,2024-03-02 14:02:29,2024-03-02 14:45:16,0.0,done,2024-03-02 14:49:19
OF-2024-03443,ART-S21,Soudure,45.5,Inox,Vert,7,MCH-06,MANUAL,2024-07-05 18:00:55,2024-07-05 19:09:52,0.0,done,2024-07-05 19:11:56
OF-2024-03444,ART-S25,Soudure,151.9,Acier,Bleu,39,MCH-10,ROBOT_CELL,2024-07-10 07:51:57,2024-07-10 10:47:54,0.0,done,2024-07-10 10:50:46
OF-2024-03445,ART-S33,Soudure,195.1,Inox,Gris,181,MCH-10,ROBOT_CELL,2024-04-04 08:14:46,2024-04-04 20:21:28,0.0,done,2024-04-04 20:22:56
OF-2024-03446,ART-F11,Finition,147.9,Acier,Gris,19,MCH-07,MANUAL,27/04/2024 07:57,27/04/2024 08:30,9.9,done,27/04/2024 08:35
OF-2024-03447,ART-A26,Assemblage,183.1,Inox,Rouge,252,MCH-07,MANUAL,22/07/2024 10:30,,0.0,running,22/07/2024 21:52
OF-2024-03448,ART-U08,Usinage,22.6,Inox,Noir,253,MCH-04,CNC_STD,2024-05-19 17:14:19,2024-05-19 21:14:16,31.0,done,2024-05-19 21:18:00
OF-2024-03449,ART-S21,Soudure,45.5,Inox,Vert,71,MCH-11,ROBOT_CELL,2024-02-29 11:15:06,2024-02-29 14:10:06,0.0,done,2024-02-29 14:13:48
OF-2024-03450,ART-U08,Usinage,22.6,Inox,Noir,336,MCH-04,CNC_STD,2024-03-18 13:30:30,,0.0,aborted,2024-03-18 18:46:20
OF-2024-03451,ART-S13,Soudure,74.7,Acier,Jaune,16,MCH-12,ROBOT_CELL,2024-08-17 11:38:35,2024-08-17 12:45:12,0.0,done,2024-08-17 12:49:10
OF-2024-03452,ART-A06,Assemblage,21.3,Acier,Noir,362,MCH-04,CNC_STD,2024-05-03 19:37:51,2024-05-03 22:24:55,58.0,done,2024-05-03 22:27:53
OF-2024-03453,ART-U20,Usinage,23.4,Titane,Rouge,41,MCH-01,CNC_FAST,2024-05-24 10:45:51,2024-05-24 11:37:42,6.2,done,2024-05-24 11:38:15
OF-2024-03454,ART-S05,Soudure,38.9,Acier,Vert,9,MCH-06,MANUAL,2024-07-21 09:59:55,2024-07-21 10:46:06,0.0,done,2024-07-21 10:47:53
OF-2024-03455,ART-A18,Assemblage,15.6,Inox,Rouge,75,MCH-07,MANUAL,14/07/2024 20:58,14/07/2024 21:52,0.0,done,14/07/2024 21:57
OF-2024-03456,ART-U28,Usinage,115.2,Aluminium,Bleu,12,MCH-02,CNC_FAST,2024-03-04 10:38:03,2024-03-04 11:01:19,0.0,done,2024-03-04 11:04:12
OF-2024-03457,ART-U08,Usinage,22.6,Inox,Noir,346,MCH-04,CNC_STD,2024-03-05 20:51:33,2024-03-06 02:50:31,0.0,done,2024-03-06 02:52:44
OF-2024-03458,ART-S29,Soudure,90.9,Aluminium,Vert,41,MCH-08,MANUAL,2024-05-17 14:58:14,2024-05-17 17:53:08,0.0,done,2024-05-17 17:56:51
OF-2024-03459,ART-U08,Usinage,22.6,Inox,Noir,23,MCH-01,CNC_FAST,2024-01-16 15:02:30,,0.0,running,2024-01-16 15:33:56
OF-2024-03460,ART-S09,Soudure,11.4,Acier,Jaune,72,MCH-09,ROBOT_CELL,2024-02-10 17:41:30,2024-02-10 19:13:50,31.6,done,2024-02-10 19:15:03
OF-2024-03461,ART-S33,Soudure,195.1,Inox,Gris,20,MCH-07,MANUAL,09/06/2024 19:22,09/06/2024 22:56,0.0,done,09/06/2024 22:58
OF-2024-03462,ART-U24,Usinage,173.0,Aluminium,Vert,46,MCH-05,CNC_STD,2024-01-27 10:00:28,2024-01-27 12:01:11,0.0,done,2024-01-27 12:03:59
OF-2024-03463,ART-F15,Finition,196.8,Titane,Jaune,25,MCH-02,CNC_FAST,2024-01-10 19:10:50,2024-01-10 19:49:50,0.0,done,2024-01-10 19:51:09
OF-2024-03464,ART-U32,Usinage,131.7,Aluminium,Gris,137,MCH-03,CNC_STD,2024-08-13 07:43:55,2024-08-13 12:31:34,41.1,done,2024-08-13 12:33:08
OF-2024-03465,ART-S33,Soudure,195.1,Inox,Gris,21,MCH-09,ROBOT_CELL,2024-03-29 12:09:23,2024-03-29 14:21:59,0.0,done,2024-03-29 14:22:47
OF-2024-03466,ART-U24,Usinage,173.0,Aluminium,Vert,41,MCH-02,CNC_FAST,2024-02-13 21:57:50,2024-02-13 23:11:33,0.0,done,2024-02-13 23:14:56
OF-2024-03467,ART-S01,Soudure,191.3,Titane,Bleu,342,MCH-08,MANUAL,2024-04-09 22:02:32,2024-04-11 17:25:39,0.0,done,2024-04-11 17:27:45
OF-2024-03468,ART-A06,Assemblage,21.3,Acier,Noir,50,MCH-03,CNC_STD,2024-07-26 09:37:02,2024-07-26 10:22:21,14.0,done,2024-07-26 10:25:04
OF-2024-03469,ART-U04,Usinage,186.4,Inox,Rouge,326,MCH-01,CNC_FAST,2024-07-21 15:13:29,2024-07-22 04:04:57,235.5,done,2024-07-22 04:09:33
OF-2024-03470,ART-A06,Assemblage,21.3,Acier,Noir,282,MCH-06,MANUAL,2024-08-17 16:30:00,2024-08-17 20:50:55,0.0,done,2024-08-17 20:54:02
OF-2024-03471,ART-U04,Usinage,186.4,Inox,Rouge,38,MCH-02,CNC_FAST,2024-01-18 08:32:42,2024-01-18 10:26:29,0.0,done,2024-01-18 10:31:13
OF-2024-03472,ART-U08,Usinage,22.6,Inox,Noir,105,MCH-02,CNC_FAST,2024-06-17 12:32:50,2024-06-17 14:01:59,10.5,done,2024-06-17 14:05:33
OF-2024-03473,ART-U00,Usinage,184.0,Inox,Jaune,67,MCH-01,CNC_FAST,2024-01-31 16:58:39,2024-01-31 19:39:07,0.0,done,2024-01-31 19:43:02
OF-2024-03474,ART-A26,Assemblage,183.1,Inox,Rouge,66,MCH-07,MANUAL,12/08/2024 19:21,12/08/2024 23:10,0.0,done,12/08/2024 23:14
OF-2024-03475,ART-U04,Usinage,186.4,Inox,Rouge,233,MCH-03,CNC_STD,2024-06-25 15:00:18,2024-06-26 06:57:46,91.9,done,2024-06-26 06:58:43
OF-2024-03476,ART-S25,Soudure,151.9,Acier,Bleu,23,MCH-09,ROBOT_CELL,2024-01-05 17:37:43,2024-01-05 19:34:57,23.5,done,2024-01-05 19:37:24
OF-2024-03477,  ART-F19 ,Finition,100.8,Aluminium,Gris,42,MCH-02,CNC_FAST,2024-03-28 17:02:18,2024-03-28 17:24:26,1.1,done,2024-03-28 17:27:52
OF-2024-03478,ART-U16,Usinage,144.1,Aluminium,Noir,165,MCH-05,CNC_STD,2024-07-06 12:26:06,2024-07-06 17:31:18,0.0,done,2024-07-06 17:36:05
OF-2024-03479,ART-U16,Usinage,144.1,Aluminium,Noir,74,MCH-04,CNC_STD,2024-02-25 12:09:34,2024-02-25 14:50:04,0.0,done,2024-02-25 14:52:27
OF-2024-03480,ART-A26,Assemblage,183.1,Inox,Rouge,74,MCH-08,MANUAL,2024-03-17 11:10:51,2024-03-17 15:55:46,0.0,done,2024-03-17 16:00:09
OF-2024-03481,ART-F15,Finition,196.8,Titane,Jaune,31,MCH-06,MANUAL,2024-01-03 16:14:02,2024-01-03 17:47:57,0.0,done,2024-01-03 17:49:19
OF-2024-03482,ART-U00,Usinage,184.0,Inox,Jaune,60,MCH-03,CNC_STD,2024-06-02 12:43:42,,0.0,running,2024-06-02 16:17:52
OF-2024-03483,ART-S29,Soudure,90.9,Aluminium,Vert,31,MCH-07,MANUAL,06/08/2024 21:36,07/08/2024 01:35,0.0,done,07/08/2024 01:38
OF-2024-03484,ARTU32,Usinage,131.7,Aluminium,Gris,7,MCH-01,CNC_FAST,2024-08-07 07:55:26,2024-08-07 08:19:34,0.0,done,2024-08-07 08:21:52
OF-2024-03485,ART-A26,Assemblage,183.1,Inox,Rouge,8,MCH-05,CNC_STD,2024-06-22 07:25:48,2024-06-22 07:47:14,4.1,done,2024-06-22 07:48:35
OF-2024-03486,ART-S05,Soudure,38.9,Acier,Vert,295,MCH-06,MANUAL,2024-05-17 16:02:44,2024-05-18 03:57:02,0.0,done,2024-05-18 03:57:44
OF-2024-03487,ART-U08-MM,Usinage,22.6,Inox,Noir,135,MCH-02,CNC_FAST,2024-01-19 12:27:37,2024-01-19 14:38:01,0.0,done,2024-01-19 14:42:25
OF-2024-03488,ART-A06,Assemblage,21.3,Acier,Noir,201,MCH-11,ROBOT_CELL,2024-08-31 22:08:35,2024-08-31 23:39:15,0.0,done,2024-08-31 23:42:03
OF-2024-03489,ART-U04,Usinage,186.4,Inox,Rouge,8,MCH-01,CNC_FAST,2024-05-10 08:56:17,2024-05-10 09:31:03,9.3,done,2024-05-10 09:33:40
OF-2024-03490,ART-F15,Finition,196.8,Titane,Jaune,73,MCH-01,CNC_FAST,2024-03-09 10:43:09,2024-03-09 12:28:02,0.0,done,2024-03-09 12:29:11
OF-2024-03491,ART-S25,Soudure,151.9,Acier,Bleu,176,MCH-10,ROBOT_CELL,2024-08-13 16:34:54,2024-08-14 03:24:19,0.0,done,2024-08-14 03:28:19
OF-2024-03492,ART-A30,Assemblage,130.4,Acier,Gris,102,MCH-09,ROBOT_CELL,2024-03-27 17:19:42,2024-03-27 19:56:27,0.0,done,2024-03-27 20:00:17
OF-2024-03493,ART-F15,Finition,196.8,Titane,Jaune,5,MCH-08,MANUAL,2024-04-24 14:42:20,2024-04-24 15:11:30,0.0,done,2024-04-24 15:16:27
OF-2024-03494,ART-A10,Assemblage,48.9,Aluminium,Jaune,339,MCH-08,MANUAL,2024-07-26 11:03:19,2024-07-26 16:36:57,0.0,done,2024-07-26 16:41:45
OF-2024-03495,ART-A26,Assemblage,183.1,Inox,Rouge,20,MCH-04,CNC_STD,2024-02-18 11:57:42,,9.7,aborted,2024-02-18 12:51:25
OF-2024-03496,ART-A22,Assemblage,105.9,Aluminium,Noir,73,MCH-10,ROBOT_CELL,2024-04-25 17:21:41,2024-04-25 18:13:20,10.5,done,2024-04-25 18:14:31
OF-2024-03497,ART-A06,Assemblage,21.3,Acier,Noir,53,MCH-03,CNC_STD,2024-07-31 17:23:04,2024-07-31 18:01:57,5.5,done,2024-07-31 18:02:33
OF-2024-03498,  ART-F19 ,Finition,100.8,Aluminium,Gris,392,MCH-02,CNC_FAST,2024-04-04 11:43:16,2024-04-04 14:30:43,0.0,done,2024-04-04 14:33:47
OF-2024-03499,ART-A10,Assemblage,48.9,Aluminium,Jaune,77,MCH-06,MANUAL,2024-03-09 11:39:36,2024-03-09 13:52:35,40.9,done,2024-03-09 13:54:29
OF-2024-03500,ART-F03,Finition,55.9,Titane,Jaune,74,MCH-02,CNC_FAST,2024-07-27 12:15:25,2024-07-27 12:15:25,0.0,done,2024-07-27 13:16:22
OF-2024-03501,ART-U04,Usinage,186.4,Inox,Rouge,148,MCH-01,CNC_FAST,2024-03-09 07:24:09,2024-03-09 15:22:49,0.0,done,2024-03-09 15:23:29
OF-2024-03502,ART-F11,Finition,147.9,Acier,Gris,20,MCH-01,CNC_FAST,2024-05-15 18:28:12,2024-05-15 18:43:49,1.2,done,2024-05-15 18:48:21
OF-2024-03503,ART-S13,Soudure,74.7,Acier,Jaune,51,MCH-11,ROBOT_CELL,2024-05-01 17:17:47,2024-05-01 19:37:39,0.0,done,2024-05-01 19:40:57
OF-2024-03504,ART-U24,Usinage,173.0,Aluminium,Vert,185,MCH-02,CNC_FAST,2024-04-18 15:13:26,2024-04-18 19:29:59,0.0,done,2024-04-18 19:32:32
OF-2024-03505,ART-S33,Soudure,195.1,Inox,Gris,66,MCH-10,ROBOT_CELL,2024-05-27 19:49:51,2024-05-28 02:02:29,0.0,done,2024-05-28 02:03:07
OF-2024-03506,ARTU32,Usinage,131.7,Aluminium,Gris,128,MCH-03,CNC_STD,2024-04-19 09:26:20,2024-04-19 13:48:28,0.0,done,2024-04-19 13:49:26
OF-2024-03507,ART-F19,Finition,100.8,Aluminium,Gris,77,MCH-01,CNC_FAST,2024-06-16 16:54:02,2024-06-16 17:34:43,0.0,done,2024-06-16 17:36:45
OF-2024-03508,ART-U00,Usinage,184.0,Inox,Jaune,79,MCH-01,CNC_FAST,2024-01-18 16:33:59,2024-01-18 19:30:25,30.4,done,2024-01-18 19:33:17
OF-2024-03509,ART-A02,Assemblage,36.9,Aluminium,Vert,73,MCH-05,CNC_STD,2024-03-24 12:16:09,2024-03-24 12:50:07,8.7,done,2024-03-24 12:54:14
OF-2024-03510,ART-U04,Usinage,186.4,Inox,Rouge,102,MCH-02,CNC_FAST,2024-02-01 19:21:41,2024-02-01 23:28:22,0.0,done,2024-02-01 23:32:14
OF-2024-03511,ARTF19,Finition,100.8,Aluminium,Gris,349,MCH-06,MANUAL,2024-08-02 10:44:51,2024-08-02 17:17:14,0.0,done,2024-08-02 17:20:16
OF-2024-03512,ART-F03,Finition,55.9,Titane,Jaune,46,MCH-06,MANUAL,2024-05-30 07:15:12,2024-05-30 08:18:33,0.0,done,2024-05-30 08:19:13
OF-2024-03513,ART-S09,Soudure,11.4,Acier,Jaune,38,MCH-11,ROBOT_CELL,2024-05-06 09:07:51,2024-05-06 10:02:47,14.0,done,2024-05-06 10:03:26
OF-2024-03514,ART-S09,Soudure,11.4,Acier,Jaune,348,MCH-08,MANUAL,2024-06-10 18:37:37,2024-06-11 05:16:24,35.0,done,2024-06-11 05:20:02
OF-2024-03515,ART-U32,Usinage,131.7,Aluminium,Gris,70,MCH-02,CNC_FAST,2024-08-07 21:26:11,2024-08-07 22:58:21,0.0,done,2024-08-07 23:00:08
OF-2024-03516,ART-A18,Assemblage,15.6,Inox,Rouge,36,MCH-11,ROBOT_CELL,2024-08-28 19:36:45,2024-08-28 20:00:47,0.0,done,2024-08-28 20:05:17
OF-2024-03517,ART-A22,Assemblage,105.9,Aluminium,Noir,63,MCH-04,CNC_STD,2024-06-06 19:59:41,2024-06-06 20:59:15,8.1,done,2024-06-06 21:01:56
OF-2024-03518,ART-F27,Finition,162.2,Titane,Rouge,76,MCH-02,CNC_FAST,2024-08-26 07:22:06,2024-08-26 08:40:43,10.2,done,2024-08-26 08:41:20
OF-2024-03519,ART-A26,Assemblage,183.1,Inox,Rouge,66,MCH-11,ROBOT_CELL,2024-02-07 14:08:44,2024-02-07 16:26:33,11.3,done,2024-02-07 16:30:50
OF-2024-03520,ART-U00,Usinage,184.0,Inox,Jaune,9,MCH-05,CNC_STD,2024-05-06 15:42:26,2024-05-06 16:33:43,0.0,done,2024-05-06 16:35:47
OF-2024-03521,ART-U28,Usinage,115.2,Aluminium,Bleu,26,MCH-01,CNC_FAST,2024-02-19 06:32:59,2024-02-19 07:07:22,0.0,done,2024-02-19 07:08:13
OF-2024-03522,ART-S29,Soudure,90.9,Aluminium,Vert,77,MCH-10,ROBOT_CELL,2024-03-31 16:22:16,2024-03-31 19:58:11,0.0,done,2024-03-31 20:01:16
OF-2024-03523,ART-S29,Soudure,90.9,Aluminium,Vert,298,MCH-06,MANUAL,2024-03-04 09:55:44,2024-03-05 01:24:27,0.0,done,2024-03-05 01:26:56
OF-2024-03524,ART-S25,Soudure,151.9,Acier,Bleu,79,MCH-06,MANUAL,2024-02-22 07:55:12,2024-02-22 18:10:39,115.0,done,2024-02-22 18:12:49
OF-2024-03525,ART-S33,Soudure,195.1,Inox,Gris,249,MCH-07,MANUAL,10/06/2024 09:35,11/06/2024 16:31,390.2,done,11/06/2024 16:33
OF-2024-03526,ART-U32,Usinage,131.7,Aluminium,Gris,70,MCH-03,CNC_STD,2024-01-05 12:17:01,2024-01-05 15:11:27,20.9,done,2024-01-05 15:13:11
OF-2024-03527,ART-S05,Soudure,38.9,Acier,Vert,44,MCH-10,ROBOT_CELL,2024-02-14 06:31:10,2024-02-14 07:56:10,0.0,done,2024-02-14 07:57:46
OF-2024-03528,ART-U04,Usinage,186.4,Inox,Rouge,56,MCH-02,CNC_FAST,2024-08-01 11:02:12,2024-08-01 14:21:31,0.0,done,2024-08-01 14:24:41
OF-2024-03529,ARTU32,Usinage,131.7,Aluminium,Gris,60,MCH-01,CNC_FAST,2024-05-24 13:21:28,2024-05-24 14:57:31,30.4,done,2024-05-24 15:01:00
OF-2024-03530,ART-U16,Usinage,144.1,Aluminium,Noir,13,MCH-05,CNC_STD,2024-03-20 11:00:51,2024-03-20 11:45:38,0.0,done,2024-03-20 11:47:16
OF-2024-03531,ART-F15,Finition,196.8,Titane,Jaune,46,MCH-01,CNC_FAST,2024-07-08 08:44:22,2024-07-08 09:54:11,4.2,done,2024-07-08 09:58:16
OF-2024-03532,ART-S29,Soudure,90.9,Aluminium,Vert,36,MCH-08,MANUAL,2024-04-26 20:44:49,2024-04-26 23:56:27,30.6,done,2024-04-26 23:59:22
OF-2024-03533,ART-U16,Usinage,144.1,Aluminium,Noir,10,MCH-03,CNC_STD,2024-06-25 19:10:19,2024-06-25 19:53:25,0.0,done,2024-06-25 19:56:04
OF-2024-03534,  ART-U32 ,Usinage,131.7,Aluminium,Gris,35,MCH-01,CNC_FAST,2024-01-06 13:07:48,2024-01-06 14:53:15,0.0,done,2024-01-06 14:57:33
OF-2024-03535,ART-U32,Usinage,131.7,Aluminium,Gris,145,MCH-05,CNC_STD,2024-06-05 15:28:20,2024-06-05 19:53:46,0.0,done,2024-06-05 19:58:45
OF-2024-03536,ART-S13,Soudure,74.7,Acier,Jaune,397,MCH-07,MANUAL,18/02/2024 17:21,19/02/2024 20:59,0.0,done,19/02/2024 21:03
OF-2024-03537,ART-F27,Finition,162.2,Titane,Rouge,351,MCH-01,CNC_FAST,2024-06-21 12:32:50,2024-06-21 18:25:41,0.0,done,2024-06-21 18:30:27
OF-2024-03538,ARTF19,Finition,100.8,Aluminium,Gris,319,MCH-01,CNC_FAST,2024-01-26 06:59:37,2024-01-26 09:54:55,50.9,done,2024-01-26 09:58:12
OF-2024-03539,ART-A06,Assemblage,21.3,Acier,Noir,221,MCH-03,CNC_STD,2024-04-25 18:47:17,2024-04-25 20:45:41,22.4,done,2024-04-25 20:47:19
OF-2024-03540,ART-S05,Soudure,38.9,Acier,Vert,55,MCH-06,MANUAL,2024-07-16 09:17:57,,31.9,aborted,2024-07-16 11:48:24
OF-2024-03541,ART-S33,Soudure,195.1,Inox,Gris,47,MCH-06,MANUAL,2024-07-02 16:04:13,2024-07-02 22:25:56,0.0,done,2024-07-02 22:29:22
OF-2024-03542,ART-U04,Usinage,186.4,Inox,Rouge,69,MCH-02,CNC_FAST,2024-02-14 20:38:10,2024-02-15 00:19:33,24.1,done,2024-02-15 00:20:14
OF-2024-03543,ART-U04,Usinage,186.4,Inox,Rouge,14,MCH-05,CNC_STD,2024-05-15 06:03:07,2024-05-15 07:15:45,24.3,done,2024-05-15 07:17:23
OF-2024-03544,ART-A06,Assemblage,21.3,Acier,Noir,125,MCH-08,MANUAL,2024-06-08 17:36:32,2024-06-08 19:20:09,0.0,done,2024-06-08 19:22:08
OF-2024-03545,ART-A10,Assemblage,48.9,Aluminium,Jaune,267,MCH-04,CNC_STD,2024-08-07 07:16:23,2024-08-07 10:29:13,11.2,done,2024-08-07 10:33:09
OF-2024-03546,ART-A26,Assemblage,183.1,Inox,Rouge,21,MCH-04,CNC_STD,2024-05-10 09:07:46,2024-05-10 10:04:23,4.2,done,2024-05-10 10:06:31
OF-2024-03547,ART-U32,Usinage,131.7,Aluminium,Gris,19,MCH-01,CNC_FAST,2024-07-26 19:51:40,2024-07-26 20:31:05,6.8,done,2024-07-26 20:34:24
